
-------------------------------------------------------------------------------
   ROBOCOPY     ::     Robust File Copy for Windows                              
	    New File  		     327	tailwind.cmd100%  
	    New File  		     813	tailwind.ps1100%  
	    New File  		     393	tailwindcss100%  
	    New File  		     327	tailwindcss.cmd100%  
	    New File  		     813	tailwindcss.ps1100%  
	    New File  		     385	tsc100%  
	    New File  		     323	tsc.cmd100%  
	    New File  		     797	tsc.ps1100%  
	    New File  		     395	tsserver100%  
	    New File  		     328	tsserver.cmd100%  
	    New File  		     817	tsserver.ps1100%  
	    New File  		     407	update-browserslist-db100%  
	    New File  		     334	update-browserslist-db.cmd100%  
	    New File  		     841	update-browserslist-db.ps1100%  
	    New File  		     381	vite100%  
	    New File  		     321	vite.cmd100%  
	    New File  		     789	vite.ps1100%  
	  New Dir          0	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@alloc\
	  New Dir          5	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@alloc\quick-lru\
	    New File  		    3236	index.d.ts100%  
	    New File  		    5347	index.js100%  
	    New File  		    1109	license100%  
	    New File  		     747	package.json100%  
	    New File  		    3660	readme.md100%  
	  New Dir          0	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\code-frame\
	    New File  		    1106	LICENSE100%  
	    New File  		     907	package.json100%  
	    New File  		     334	README.md100%  
	  New Dir          2	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\code-frame\lib\
	    New File  		    7193	index.js100%  
	    New File  		   25092	index.js.map100%  
	  New Dir          9	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\compat-data\
	    New File  		     132	corejs2-built-ins.js100%  
	    New File  		     160	corejs3-shipped-proposals.js100%  
	    New File  		    1106	LICENSE100%  
	    New File  		     136	native-modules.js100%  
	    New File  		     141	overlapping-plugins.js100%  
	    New File  		    1192	package.json100%  
	    New File  		     137	plugin-bugfixes.js100%  
	    New File  		     129	plugins.js100%  
	    New File  		     307	README.md100%  
	  New Dir          6	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\compat-data\data\
	    New File  		   41002	corejs2-built-ins.json100%  
	    New File  		      88	corejs3-shipped-proposals.json100%  
	    New File  		     316	native-modules.json100%  
	    New File  		    1198	overlapping-plugins.json100%  
	    New File  		    4151	plugin-bugfixes.json100%  
	    New File  		   16954	plugins.json100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\core\
	    New File  		    1106	LICENSE100%  
	    New File  		    2504	package.json100%  
	    New File  		     401	README.md100%  
	  New Dir         12	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\core\lib\
	    New File  		    5853	index.js100%  
	    New File  		    6087	index.js.map100%  
	    New File  		    1415	parse.js100%  
	    New File  		    3684	parse.js.map100%  
	    New File  		    1666	transform-ast.js100%  
	    New File  		    4468	transform-ast.js.map100%  
	    New File  		     733	transform-file-browser.js100%  
	    New File  		    1550	transform-file-browser.js.map100%  
	    New File  		    1106	transform-file.js100%  
	    New File  		    3240	transform-file.js.map100%  
	    New File  		    1496	transform.js100%  
	    New File  		    3991	transform.js.map100%  
	  New Dir         28	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\core\lib\config\
	    New File  		      67	cache-contexts.js100%  
	    New File  		     897	cache-contexts.js.map100%  
	    New File  		    7290	caching.js100%  
	    New File  		   20635	caching.js.map100%  
	    New File  		   18644	config-chain.js100%  
	    New File  		   47322	config-chain.js.map100%  
	    New File  		    6856	config-descriptors.js100%  
	    New File  		   20122	config-descriptors.js.map100%  
	    New File  		   11245	full.js100%  
	    New File  		   27988	full.js.map100%  
	    New File  		    3339	index.js100%  
	    New File  		    8154	index.js.map100%  
	    New File  		    1836	item.js100%  
	    New File  		    6088	item.js.map100%  
	    New File  		    5400	partial.js100%  
	    New File  		   12845	partial.js.map100%  
	    New File  		    1186	pattern-to-regex.js100%  
	    New File  		    3222	pattern-to-regex.js.map100%  
	    New File  		     986	plugin.js100%  
	    New File  		    2263	plugin.js.map100%  
	    New File  		    2894	printer.js100%  
	    New File  		    8061	printer.js.map100%  
	    New File  		    1106	resolve-targets-browser.js100%  
	    New File  		    2420	resolve-targets-browser.js.map100%  
	    New File  		    1577	resolve-targets.js100%  
	    New File  		    3458	resolve-targets.js.map100%  
	    New File  		     927	util.js100%  
	    New File  		    2365	util.js.map100%  
	  New Dir         18	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\core\lib\config\files\
	    New File  		   10887	configuration.js100%  
	    New File  		   22612	configuration.js.map100%  
	    New File  		     121	import.cjs100%  
	    New File  		     519	import.cjs.map100%  
	    New File  		    1568	index-browser.js100%  
	    New File  		    4607	index-browser.js.map100%  
	    New File  		    1809	index.js100%  
	    New File  		    1209	index.js.map100%  
	    New File  		    7144	module-types.js100%  
	    New File  		   17470	module-types.js.map100%  
	    New File  		    1624	package.js100%  
	    New File  		    3757	package.js.map100%  
	    New File  		    7613	plugins.js100%  
	    New File  		   17357	plugins.js.map100%  
	    New File  		      58	types.js100%  
	    New File  		    1132	types.js.map100%  
	    New File  		     895	utils.js100%  
	    New File  		    2088	utils.js.map100%  
	  New Dir          6	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\core\lib\config\helpers\
	    New File  		    2807	config-api.js100%  
	    New File  		    8765	config-api.js.map100%  
	    New File  		     497	deep-array.js100%  
	    New File  		    1515	deep-array.js.map100%  
	    New File  		     276	environment.js100%  
	    New File  		     488	environment.js.map100%  
	  New Dir          8	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\core\lib\config\validation\
	    New File  		   10009	option-assertions.js100%  
	    New File  		   24874	option-assertions.js.map100%  
	    New File  		    8017	options.js100%  
	    New File  		   26051	options.js.map100%  
	    New File  		    2088	plugins.js100%  
	    New File  		    6415	plugins.js.map100%  
	    New File  		    2410	removed.js100%  
	    New File  		    3886	removed.js.map100%  
	  New Dir          4	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\core\lib\errors\
	    New File  		     476	config-error.js100%  
	    New File  		     861	config-error.js.map100%  
	    New File  		    3221	rewrite-stack-trace.js100%  
	    New File  		   10381	rewrite-stack-trace.js.map100%  
	  New Dir          6	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\core\lib\gensync-utils\
	    New File  		    2594	async.js100%  
	    New File  		    7334	async.js.map100%  
	    New File  		     591	fs.js100%  
	    New File  		    1049	fs.js.map100%  
	    New File  		    1300	functional.js100%  
	    New File  		    3006	functional.js.map100%  
	  New Dir          2	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\core\lib\parser\
	    New File  		    2551	index.js100%  
	    New File  		    5359	index.js.map100%  
	  New Dir          2	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\core\lib\parser\util\
	    New File  		   12683	missing-plugin-helper.js100%  
	    New File  		   20752	missing-plugin-helper.js.map100%  
	  New Dir          2	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\core\lib\tools\
	    New File  		    4558	build-external-helpers.js100%  
	    New File  		   11257	build-external-helpers.js.map100%  
	  New Dir         10	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\core\lib\transformation\
	    New File  		    1928	block-hoist-plugin.js100%  
	    New File  		    5703	block-hoist-plugin.js.map100%  
	    New File  		    3064	index.js100%  
	    New File  		    7760	index.js.map100%  
	    New File  		    3627	normalize-file.js100%  
	    New File  		    8498	normalize-file.js.map100%  
	    New File  		    1604	normalize-opts.js100%  
	    New File  		    4053	normalize-opts.js.map100%  
	    New File  		    1160	plugin-pass.js100%  
	    New File  		    3550	plugin-pass.js.map100%  
	  New Dir          8	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\core\lib\transformation\file\
	    New File  		     142	babel-7-helpers.cjs100%  
	    New File  		     565	babel-7-helpers.cjs.map100%  
	    New File  		    5881	file.js100%  
	    New File  		   15947	file.js.map100%  
	    New File  		    2260	generate.js100%  
	    New File  		    5367	generate.js.map100%  
	    New File  		     855	merge-map.js100%  
	    New File  		    3483	merge-map.js.map100%  
	  New Dir          2	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\core\lib\transformation\util\
	    New File  		    1603	clone-deep.js100%  
	    New File  		    4326	clone-deep.js.map100%  
	  New Dir          2	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\core\lib\vendor\
	    New File  		   41549	import-meta-resolve.js100%  
	    New File  		  109982	import-meta-resolve.js.map100%  
	  New Dir          2	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\core\src\
	    New File  		     844	transform-file-browser.ts100%  
	    New File  		    1901	transform-file.ts100%  
	  New Dir          2	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\core\src\config\
	    New File  		    1216	resolve-targets-browser.ts100%  
	    New File  		    1798	resolve-targets.ts100%  
	  New Dir          2	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\core\src\config\files\
	    New File  		    3009	index-browser.ts100%  
	    New File  		     816	index.ts100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\generator\
	    New File  		    1106	LICENSE100%  
	    New File  		    1083	package.json100%  
	    New File  		     434	README.md100%  
	  New Dir         12	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\generator\lib\
	    New File  		    6308	buffer.js100%  
	    New File  		   19525	buffer.js.map100%  
	    New File  		    4204	index.js100%  
	    New File  		   14202	index.js.map100%  
	    New File  		     692	nodes.js100%  
	    New File  		    1995	nodes.js.map100%  
	    New File  		   26568	printer.js100%  
	    New File  		   74847	printer.js.map100%  
	    New File  		    3083	source-map.js100%  
	    New File  		    8119	source-map.js.map100%  
	    New File  		    5664	token-map.js100%  
	    New File  		   14862	token-map.js.map100%  
	  New Dir         26	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\generator\lib\generators\
	    New File  		    2726	base.js100%  
	    New File  		    6314	base.js.map100%  
	    New File  		    6049	classes.js100%  
	    New File  		   15659	classes.js.map100%  
	    New File  		    2166	deprecated.js100%  
	    New File  		    5473	deprecated.js.map100%  
	    New File  		    8457	expressions.js100%  
	    New File  		   20695	expressions.js.map100%  
	    New File  		   16660	flow.js100%  
	    New File  		   38630	flow.js.map100%  
	    New File  		    3858	index.js100%  
	    New File  		    4018	index.js.map100%  
	    New File  		    3014	jsx.js100%  
	    New File  		    7391	jsx.js.map100%  
	    New File  		    6303	methods.js100%  
	    New File  		   17004	methods.js.map100%  
	    New File  		    8713	modules.js100%  
	    New File  		   20840	modules.js.map100%  
	    New File  		    7054	statements.js100%  
	    New File  		   18401	statements.js.map100%  
	    New File  		    1148	template-literals.js100%  
	    New File  		    3180	template-literals.js.map100%  
	    New File  		    5442	types.js100%  
	    New File  		   13583	types.js.map100%  
	    New File  		   18937	typescript.js100%  
	    New File  		   47282	typescript.js.map100%  
	  New Dir          4	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\generator\lib\node\
	    New File  		    2182	index.js100%  
	    New File  		    5495	index.js.map100%  
	    New File  		   10457	parentheses.js100%  
	    New File  		   27188	parentheses.js.map100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-annotate-as-pure\
	    New File  		    1106	LICENSE100%  
	    New File  		     715	package.json100%  
	    New File  		     382	README.md100%  
	  New Dir          2	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-annotate-as-pure\lib\
	    New File  		     571	index.js100%  
	    New File  		    1268	index.js.map100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-compilation-targets\
	    New File  		    1106	LICENSE100%  
	    New File  		    1040	package.json100%  
	    New File  		     376	README.md100%  
	  New Dir         14	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-compilation-targets\lib\
	    New File  		    1072	debug.js100%  
	    New File  		    2504	debug.js.map100%  
	    New File  		    2435	filter-items.js100%  
	    New File  		    5780	filter-items.js.map100%  
	    New File  		    7917	index.js100%  
	    New File  		   18494	index.js.map100%  
	    New File  		     465	options.js100%  
	    New File  		     956	options.js.map100%  
	    New File  		     953	pretty.js100%  
	    New File  		    2206	pretty.js.map100%  
	    New File  		     587	targets.js100%  
	    New File  		    1350	targets.js.map100%  
	    New File  		    1984	utils.js100%  
	    New File  		    4566	utils.js.map100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-create-class-features-plugin\
	    New File  		    1106	LICENSE100%  
	    New File  		    1239	package.json100%  
	    New File  		     454	README.md100%  
	  New Dir         14	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-create-class-features-plugin\lib\
	    New File  		    4755	decorators-2018-09.js100%  
	    New File  		   13010	decorators-2018-09.js.map100%  
	    New File  		   56182	decorators.js100%  
	    New File  		  145569	decorators.js.map100%  
	    New File  		    6965	features.js100%  
	    New File  		   16287	features.js.map100%  
	    New File  		   40633	fields.js100%  
	    New File  		  101824	fields.js.map100%  
	    New File  		   10383	index.js100%  
	    New File  		   23795	index.js.map100%  
	    New File  		    4417	misc.js100%  
	    New File  		   12115	misc.js.map100%  
	    New File  		     701	typescript.js100%  
	    New File  		    1242	typescript.js.map100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-create-regexp-features-plugin\
	    New File  		    1106	LICENSE100%  
	    New File  		     867	package.json100%  
	    New File  		     422	README.md100%  
	  New Dir          6	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-create-regexp-features-plugin\lib\
	    New File  		     882	features.js100%  
	    New File  		    2106	features.js.map100%  
	    New File  		    4157	index.js100%  
	    New File  		    9780	index.js.map100%  
	    New File  		    2183	util.js100%  
	    New File  		    5321	util.js.map100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-define-polyfill-provider\
	    New File  		    1103	LICENSE100%  
	    New File  		    1601	package.json100%  
	    New File  		     219	README.md100%  
	  New Dir          4	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-define-polyfill-provider\esm\
	    New File  		   27599	index.browser.mjs100%  
	    New File  		   69382	index.browser.mjs.map100%  
	    New File  		   28995	index.node.mjs100%  
	    New File  		   73077	index.node.mjs.map100%  
	  New Dir          8	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-define-polyfill-provider\lib\
	    New File  		     703	debug-utils.js100%  
	    New File  		     180	define-provider.js100%  
	    New File  		    4187	imports-injector.js100%  
	    New File  		   12545	index.js100%  
	    New File  		    1389	meta-resolver.js100%  
	    New File  		    2358	normalize-options.js100%  
	    New File  		      41	types.js100%  
	    New File  		    5911	utils.js100%  
	  New Dir          1	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-define-polyfill-provider\lib\browser\
	    New File  		     681	dependencies.js100%  
	  New Dir          1	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-define-polyfill-provider\lib\node\
	    New File  		    2196	dependencies.js100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-define-polyfill-provider\lib\visitors\
	    New File  		     588	entry.js100%  
	    New File  		     345	index.js100%  
	    New File  		    4096	usage.js100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-globals\
	    New File  		    1106	LICENSE100%  
	    New File  		     814	package.json100%  
	    New File  		     330	README.md100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-globals\data\
	    New File  		   19908	browser-upper.json100%  
	    New File  		     203	builtin-lower.json100%  
	    New File  		     718	builtin-upper.json100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-member-expression-to-functions\
	    New File  		    1106	LICENSE100%  
	    New File  		     737	package.json100%  
	    New File  		     459	README.md100%  
	  New Dir          2	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-member-expression-to-functions\lib\
	    New File  		   12847	index.js100%  
	    New File  		   39740	index.js.map100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-module-imports\
	    New File  		    1106	LICENSE100%  
	    New File  		     722	package.json100%  
	    New File  		     355	README.md100%  
	  New Dir          8	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-module-imports\lib\
	    New File  		    4193	import-builder.js100%  
	    New File  		   10126	import-builder.js.map100%  
	    New File  		   10954	import-injector.js100%  
	    New File  		   31195	import-injector.js.map100%  
	    New File  		    1145	index.js100%  
	    New File  		    3182	index.js.map100%  
	    New File  		     219	is-module.js100%  
	    New File  		     523	is-module.js.map100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-module-transforms\
	    New File  		    1106	LICENSE100%  
	    New File  		     874	package.json100%  
	    New File  		     387	README.md100%  
	  New Dir         14	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-module-transforms\lib\
	    New File  		    1747	dynamic-import.js100%  
	    New File  		    4003	dynamic-import.js.map100%  
	    New File  		    1707	get-module-name.js100%  
	    New File  		    3904	get-module-name.js.map100%  
	    New File  		   13490	index.js100%  
	    New File  		   32016	index.js.map100%  
	    New File  		    1005	lazy-modules.js100%  
	    New File  		    2379	lazy-modules.js.map100%  
	    New File  		   13246	normalize-and-load-metadata.js100%  
	    New File  		   34943	normalize-and-load-metadata.js.map100%  
	    New File  		   13596	rewrite-live-references.js100%  
	    New File  		   35137	rewrite-live-references.js.map100%  
	    New File  		     641	rewrite-this.js100%  
	    New File  		    1531	rewrite-this.js.map100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-optimise-call-expression\
	    New File  		    1106	LICENSE100%  
	    New File  		     749	package.json100%  
	    New File  		     399	README.md100%  
	  New Dir          2	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-optimise-call-expression\lib\
	    New File  		    1074	index.js100%  
	    New File  		    3344	index.js.map100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-plugin-utils\
	    New File  		    1106	LICENSE100%  
	    New File  		     614	package.json100%  
	    New File  		     332	README.md100%  
	  New Dir          2	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-plugin-utils\lib\
	    New File  		    2535	index.js100%  
	    New File  		    7174	index.js.map100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-remap-async-to-generator\
	    New File  		    1106	LICENSE100%  
	    New File  		     878	package.json100%  
	    New File  		     410	README.md100%  
	  New Dir          2	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-remap-async-to-generator\lib\
	    New File  		    2059	index.js100%  
	    New File  		    5380	index.js.map100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-replace-supers\
	    New File  		    1106	LICENSE100%  
	    New File  		     852	package.json100%  
	    New File  		     339	README.md100%  
	  New Dir          2	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-replace-supers\lib\
	    New File  		   10732	index.js100%  
	    New File  		   30263	index.js.map100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-skip-transparent-expression-wrappers\
	    New File  		    1106	LICENSE100%  
	    New File  		     770	package.json100%  
	    New File  		     456	README.md100%  
	  New Dir          2	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-skip-transparent-expression-wrappers\lib\
	    New File  		    1036	index.js100%  
	    New File  		    2633	index.js.map100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-string-parser\
	    New File  		    1106	LICENSE100%  
	    New File  		     758	package.json100%  
	    New File  		     335	README.md100%  
	  New Dir          2	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-string-parser\lib\
	    New File  		    7860	index.js100%  
	    New File  		   21757	index.js.map100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-validator-identifier\
	    New File  		    1106	LICENSE100%  
	    New File  		     738	package.json100%  
	    New File  		     369	README.md100%  
	  New Dir          6	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-validator-identifier\lib\
	    New File  		   12543	identifier.js100%  
	    New File  		   26771	identifier.js.map100%  
	    New File  		    1362	index.js100%  
	    New File  		     505	index.js.map100%  
	    New File  		    1577	keyword.js100%  
	    New File  		    3842	keyword.js.map100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-validator-option\
	    New File  		    1106	LICENSE100%  
	    New File  		     631	package.json100%  
	    New File  		     346	README.md100%  
	  New Dir          6	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-validator-option\lib\
	    New File  		     743	find-suggestion.js100%  
	    New File  		    2691	find-suggestion.js.map100%  
	    New File  		     497	index.js100%  
	    New File  		     327	index.js.map100%  
	    New File  		    1428	validator.js100%  
	    New File  		    4006	validator.js.map100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-wrap-function\
	    New File  		    1106	LICENSE100%  
	    New File  		     695	package.json100%  
	    New File  		     349	README.md100%  
	  New Dir          2	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helper-wrap-function\lib\
	    New File  		    4408	index.js100%  
	    New File  		   12319	index.js.map100%  
	  New Dir          3	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helpers\
	    New File  		    1189	LICENSE100%  
	    New File  		     813	package.json100%  
	    New File  		     302	README.md100%  
	  New Dir          4	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helpers\lib\
	    New File  		  113628	helpers-generated.js100%  
	    New File  		  174718	helpers-generated.js.map100%  
	    New File  		    3631	index.js100%  
	    New File  		    9526	index.js.map100%  
	  New Dir        244	C:\Users\arche\.gemini\tmp\simhpc\SimHPC\app\node_modules\@babel\helpers\lib\helpers\
	    New File  		     957	applyDecoratedDescriptor.js100%  
	    New File  		    2697	applyDecoratedDescriptor.js.map100%  
	    New File  		   14143	applyDecs.js100%  
	    New File  		   36388	applyDecs.js.map100%  
	    New File  		   10589	applyDecs2203.js100%  
	    New File  		   27607	applyDecs2203.js.map100%  
	    New File  		   10961	applyDecs2203R.js100%  
	    New File  		   28626	applyDecs2203R.js.map100%  
	    New File  		   12508	applyDecs2301.js100%  
	    New File  		   32243	applyDecs2301.js.map100%  
	    New File  		    8645	applyDecs2305.js100%  
	    New File  		   25216	applyDecs2305.js.map100%  
	    New File  		    8551	applyDecs2311.js100%  
	    New File  		   26723	applyDecs2311.js.map100%  
	    New File  		     349	arrayLikeToArray.js100%  
	    New File  		     803	arrayLikeToArray.js.map100%  
	    New File  		     231	arrayWithHoles.js100%  
	    New File  		     403	arrayWithHoles.js.map100%  
	    New File  		     330	arrayWithoutHoles.js100%  
	    New File  		     594	arrayWithoutHoles.js.map100%  
	    New File  		     438	assertClassBrand.js100%  
	    New File  		     889	assertClassBrand.js.map100%  
	    New File  		     350	assertThisInitialized.js100%  
	    New File  		     594	assertThisInitialized.js.map100%  
	    New File  		    1219	asyncGeneratorDelegate.js100%  
	    New File  		    2880	asyncGeneratorDelegate.js.map100%  
	    New File  		    1872	asyncIterator.js100%  
	    New File  		    7282	asyncIterator.js.map100%  
	    New File  		     929	asyncToGenerator.js100%  
